Region,Hour,Technology,Fuel,Value
DK,97,CoalCHPPlant,Gas,-0.0
UK,97,CoalCHPPlant,Gas,-0.0
DE,98,CoalCHPPlant,Gas,-0.0
FR,98,CoalCHPPlant,Gas,-0.0
NO,98,CoalCHPPlant,Gas,-0.0
DK,98,CoalCHPPlant,Gas,-0.0
UK,98,CoalCHPPlant,Gas,-0.0
DE,99,CoalCHPPlant,Gas,-0.0
FR,99,CoalCHPPlant,Gas,-0.0
NO,99,CoalCHPPlant,Gas,-0.0
DK,99,CoalCHPPlant,Gas,-0.0
UK,99,CoalCHPPlant,Gas,-0.0
DE,100,CoalCHPPlant,Gas,-0.0
FR,100,CoalCHPPlant,Gas,-0.0
NO,100,CoalCHPPlant,Gas,-0.0
DK,100,CoalCHPPlant,Gas,-0.0
UK,100,CoalCHPPlant,Gas,-0.0
DE,101,CoalCHPPlant,Gas,-0.0
FR,101,CoalCHPPlant,Gas,-0.0
NO,101,CoalCHPPlant,Gas,-0.0
DK,101,CoalCHPPlant,Gas,-0.0
UK,101,CoalCHPPlant,Gas,-0.0
DE,102,CoalCHPPlant,Gas,-0.0
FR,102,CoalCHPPlant,Gas,-0.0
NO,102,CoalCHPPlant,Gas,-0.0
DK,102,CoalCHPPlant,Gas,-0.0
UK,102,CoalCHPPlant,Gas,-0.0
DE,103,CoalCHPPlant,Gas,-0.0
FR,103,CoalCHPPlant,Gas,-0.0
NO,103,CoalCHPPlant,Gas,-0.0
DK,103,CoalCHPPlant,Gas,-0.0
UK,103,CoalCHPPlant,Gas,-0.0
DE,104,CoalCHPPlant,Gas,-0.0
FR,104,CoalCHPPlant,Gas,-0.0
NO,104,CoalCHPPlant,Gas,-0.0
DK,104,CoalCHPPlant,Gas,-0.0
UK,104,CoalCHPPlant,Gas,-0.0
DE,105,CoalCHPPlant,Gas,-0.0
FR,105,CoalCHPPlant,Gas,-0.0
NO,105,CoalCHPPlant,Gas,-0.0
DK,105,CoalCHPPlant,Gas,-0.0
UK,105,CoalCHPPlant,Gas,-0.0
DE,106,CoalCHPPlant,Gas,-0.0
FR,106,CoalCHPPlant,Gas,-0.0
NO,106,CoalCHPPlant,Gas,-0.0
DK,106,CoalCHPPlant,Gas,-0.0
UK,106,CoalCHPPlant,Gas,-0.0
DE,107,CoalCHPPlant,Gas,-0.0
FR,107,CoalCHPPlant,Gas,-0.0
NO,107,CoalCHPPlant,Gas,-0.0
DK,107,CoalCHPPlant,Gas,-0.0
UK,107,CoalCHPPlant,Gas,-0.0
DE,108,CoalCHPPlant,Gas,-0.0
FR,108,CoalCHPPlant,Gas,-0.0
NO,108,CoalCHPPlant,Gas,-0.0
DK,108,CoalCHPPlant,Gas,-0.0
UK,108,CoalCHPPlant,Gas,-0.0
DE,109,CoalCHPPlant,Gas,-0.0
FR,109,CoalCHPPlant,Gas,-0.0
NO,109,CoalCHPPlant,Gas,-0.0
DK,109,CoalCHPPlant,Gas,-0.0
UK,109,CoalCHPPlant,Gas,-0.0
DE,110,CoalCHPPlant,Gas,-0.0
FR,110,CoalCHPPlant,Gas,-0.0
NO,110,CoalCHPPlant,Gas,-0.0
DK,110,CoalCHPPlant,Gas,-0.0
UK,110,CoalCHPPlant,Gas,-0.0
DE,111,CoalCHPPlant,Gas,-0.0
FR,111,CoalCHPPlant,Gas,-0.0
NO,111,CoalCHPPlant,Gas,-0.0
DK,111,CoalCHPPlant,Gas,-0.0
UK,111,CoalCHPPlant,Gas,-0.0
DE,112,CoalCHPPlant,Gas,-0.0
FR,112,CoalCHPPlant,Gas,-0.0
NO,112,CoalCHPPlant,Gas,-0.0
DK,112,CoalCHPPlant,Gas,-0.0
UK,112,CoalCHPPlant,Gas,-0.0
DE,113,CoalCHPPlant,Gas,-0.0
FR,113,CoalCHPPlant,Gas,-0.0
NO,113,CoalCHPPlant,Gas,-0.0
DK,113,CoalCHPPlant,Gas,-0.0
UK,113,CoalCHPPlant,Gas,-0.0
DE,114,CoalCHPPlant,Gas,-0.0
FR,114,CoalCHPPlant,Gas,-0.0
NO,114,CoalCHPPlant,Gas,-0.0
DK,114,CoalCHPPlant,Gas,-0.0
UK,114,CoalCHPPlant,Gas,-0.0
DE,115,CoalCHPPlant,Gas,-0.0
FR,115,CoalCHPPlant,Gas,-0.0
NO,115,CoalCHPPlant,Gas,-0.0
DK,115,CoalCHPPlant,Gas,-0.0
UK,115,CoalCHPPlant,Gas,-0.0
DE,116,CoalCHPPlant,Gas,-0.0
FR,116,CoalCHPPlant,Gas,-0.0
NO,116,CoalCHPPlant,Gas,-0.0
DK,116,CoalCHPPlant,Gas,-0.0
UK,116,CoalCHPPlant,Gas,-0.0
DE,117,CoalCHPPlant,Gas,-0.0
FR,117,CoalCHPPlant,Gas,-0.0
NO,117,CoalCHPPlant,Gas,-0.0
DK,117,CoalCHPPlant,Gas,-0.0
UK,117,CoalCHPPlant,Gas,-0.0
DE,118,CoalCHPPlant,Gas,-0.0
FR,118,CoalCHPPlant,Gas,-0.0
NO,118,CoalCHPPlant,Gas,-0.0
DK,118,CoalCHPPlant,Gas,-0.0
UK,118,CoalCHPPlant,Gas,-0.0
DE,119,CoalCHPPlant,Gas,-0.0
FR,119,CoalCHPPlant,Gas,-0.0
NO,119,CoalCHPPlant,Gas,-0.0
DK,119,CoalCHPPlant,Gas,-0.0
UK,119,CoalCHPPlant,Gas,-0.0
DE,120,CoalCHPPlant,Gas,-0.0
FR,120,CoalCHPPlant,Gas,-0.0
NO,120,CoalCHPPlant,Gas,-0.0
DK,120,CoalCHPPlant,Gas,-0.0
UK,120,CoalCHPPlant,Gas,-0.0
DE,1,GasCHPPlant,Gas,-37.505430090909094
FR,1,GasCHPPlant,Gas,-17.123413954453795
NO,1,GasCHPPlant,Gas,-2.856
DK,1,GasCHPPlant,Gas,-2.288103766818679
UK,1,GasCHPPlant,Gas,-19.747
DE,2,GasCHPPlant,Gas,-42.228
FR,2,GasCHPPlant,Gas,-28.539023257422993
NO,2,GasCHPPlant,Gas,-4.76
DK,2,GasCHPPlant,Gas,-8.592
UK,2,GasCHPPlant,Gas,-19.747
DE,3,GasCHPPlant,Gas,-42.228
FR,3,GasCHPPlant,Gas,-28.539023257422993
NO,3,GasCHPPlant,Gas,-4.76
DK,3,GasCHPPlant,Gas,-8.592
UK,3,GasCHPPlant,Gas,-19.747
DE,4,GasCHPPlant,Gas,-42.228
FR,4,GasCHPPlant,Gas,-28.539023257422993
NO,4,GasCHPPlant,Gas,-4.76
DK,4,GasCHPPlant,Gas,-8.592
UK,4,GasCHPPlant,Gas,-27.802009844874426
DE,5,GasCHPPlant,Gas,-42.228
FR,5,GasCHPPlant,Gas,-28.13902325742299
NO,5,GasCHPPlant,Gas,-4.76
DK,5,GasCHPPlant,Gas,-8.592
UK,5,GasCHPPlant,Gas,-26.73100984487442
DE,6,GasCHPPlant,Gas,-42.228
FR,6,GasCHPPlant,Gas,-28.539023257422993
NO,6,GasCHPPlant,Gas,-4.164000000000001
DK,6,GasCHPPlant,Gas,-8.592
UK,6,GasCHPPlant,Gas,-16.721183471792248
DE,7,GasCHPPlant,Gas,-53.34602785
FR,7,GasCHPPlant,Gas,-28.539023257422993
NO,7,GasCHPPlant,Gas,-4.0600000000000005
DK,7,GasCHPPlant,Gas,-7.703999999999999
UK,7,GasCHPPlant,Gas,-22.62700984487442
DE,8,GasCHPPlant,Gas,-49.49954060000002
FR,8,GasCHPPlant,Gas,-17.938804674565283
NO,8,GasCHPPlant,Gas,-4.0600000000000005
DK,8,GasCHPPlant,Gas,-7.692000000000002
UK,8,GasCHPPlant,Gas,-11.128999999999998
DE,9,GasCHPPlant,Gas,-42.228
FR,9,GasCHPPlant,Gas,-9.759413954453798
NO,9,GasCHPPlant,Gas,-2.550262646718143
DK,9,GasCHPPlant,Gas,-8.1
UK,9,GasCHPPlant,Gas,-17.12800984487442
DE,10,GasCHPPlant,Gas,-29.170335394368145
FR,10,GasCHPPlant,Gas,-15.736
NO,10,GasCHPPlant,Gas,-3.9147999999999996
DK,10,GasCHPPlant,Gas,-7.644
UK,10,GasCHPPlant,Gas,-5.291616105347604
DE,11,GasCHPPlant,Gas,-10.799999999999983
FR,11,GasCHPPlant,Gas,-15.302000000000001
NO,11,GasCHPPlant,Gas,-4.76
DK,11,GasCHPPlant,Gas,-7.404
UK,11,GasCHPPlant,Gas,-4.423616105347602
DE,12,GasCHPPlant,Gas,-52.54976785599335
FR,12,GasCHPPlant,Gas,-14.770000000000001
NO,12,GasCHPPlant,Gas,-4.76
DK,12,GasCHPPlant,Gas,-7.0920000000000005
UK,12,GasCHPPlant,Gas,0.0
DE,13,GasCHPPlant,Gas,-15.227495500000025
FR,13,GasCHPPlant,Gas,-27.277609302969196
NO,13,GasCHPPlant,Gas,-4.76
DK,13,GasCHPPlant,Gas,-7.692000000000002
UK,13,GasCHPPlant,Gas,-10.043999999999997
DE,14,GasCHPPlant,Gas,-28.152000000000005
FR,14,GasCHPPlant,Gas,-28.1456093029692
NO,14,GasCHPPlant,Gas,-4.252
DK,14,GasCHPPlant,Gas,-9.135495845255994
UK,14,GasCHPPlant,Gas,-18.750793434797988
DE,15,GasCHPPlant,Gas,-38.196
FR,15,GasCHPPlant,Gas,-22.18302325742299
NO,15,GasCHPPlant,Gas,-4.36
DK,15,GasCHPPlant,Gas,-11.3436
UK,15,GasCHPPlant,Gas,-27.114666666666665
DE,16,GasCHPPlant,Gas,-27.411989700000003
FR,16,GasCHPPlant,Gas,-28.539023257422993
NO,16,GasCHPPlant,Gas,-4.448
DK,16,GasCHPPlant,Gas,-9.077278700652354
UK,16,GasCHPPlant,Gas,-32.91166666666667
DE,17,GasCHPPlant,Gas,-34.199999999999996
FR,17,GasCHPPlant,Gas,-28.539023257422993
NO,17,GasCHPPlant,Gas,-4.348000000000001
DK,17,GasCHPPlant,Gas,-8.592
UK,17,GasCHPPlant,Gas,-30.347774720000004
DE,18,GasCHPPlant,Gas,-42.228
FR,18,GasCHPPlant,Gas,-28.539023257422993
NO,18,GasCHPPlant,Gas,-4.76
DK,18,GasCHPPlant,Gas,-8.592
UK,18,GasCHPPlant,Gas,-19.747
DE,19,GasCHPPlant,Gas,-30.77999999999999
FR,19,GasCHPPlant,Gas,-28.539023257422993
NO,19,GasCHPPlant,Gas,-4.428000000000001
DK,19,GasCHPPlant,Gas,-8.592
UK,19,GasCHPPlant,Gas,-32.03625241333333
DE,20,GasCHPPlant,Gas,-47.24675514844546
FR,20,GasCHPPlant,Gas,-28.539023257422993
NO,20,GasCHPPlant,Gas,-2.856
DK,20,GasCHPPlant,Gas,-8.592
UK,20,GasCHPPlant,Gas,-32.91166666666667
DE,21,GasCHPPlant,Gas,-57.03765706924155
FR,21,GasCHPPlant,Gas,-28.539023257422993
NO,21,GasCHPPlant,Gas,-2.856
DK,21,GasCHPPlant,Gas,-8.592
UK,21,GasCHPPlant,Gas,-32.91166666666667
DE,22,GasCHPPlant,Gas,-42.228
FR,22,GasCHPPlant,Gas,-25.417023257422994
NO,22,GasCHPPlant,Gas,-2.74
DK,22,GasCHPPlant,Gas,-8.592
UK,22,GasCHPPlant,Gas,-25.38697758
DE,23,GasCHPPlant,Gas,-31.283999999999995
FR,23,GasCHPPlant,Gas,-25.641023257422994
NO,23,GasCHPPlant,Gas,-4.153090766718141
DK,23,GasCHPPlant,Gas,-8.592
UK,23,GasCHPPlant,Gas,-19.933120493333327
DE,24,GasCHPPlant,Gas,-57.68354060000002
FR,24,GasCHPPlant,Gas,-25.92102325742299
NO,24,GasCHPPlant,Gas,-4.672000000000001
DK,24,GasCHPPlant,Gas,-8.592
UK,24,GasCHPPlant,Gas,-18.787210906008458
DE,25,GasCHPPlant,Gas,-56.68754060000002
FR,25,GasCHPPlant,Gas,-25.67902325742299
NO,25,GasCHPPlant,Gas,-4.76
DK,25,GasCHPPlant,Gas,-8.592
UK,25,GasCHPPlant,Gas,-19.747
DE,26,GasCHPPlant,Gas,-42.228
FR,26,GasCHPPlant,Gas,-28.539023257422993
NO,26,GasCHPPlant,Gas,-4.685735581718142
DK,26,GasCHPPlant,Gas,-8.592
UK,26,GasCHPPlant,Gas,-19.747
DE,27,GasCHPPlant,Gas,-28.461535545454545
FR,27,GasCHPPlant,Gas,-17.123413954453795
NO,27,GasCHPPlant,Gas,-2.856
DK,27,GasCHPPlant,Gas,-0.3188347627023518
UK,27,GasCHPPlant,Gas,-19.747
DE,28,GasCHPPlant,Gas,0.0
FR,28,GasCHPPlant,Gas,-5.363413954453793
NO,28,GasCHPPlant,Gas,-2.856
DK,28,GasCHPPlant,Gas,-7.506834762702352
UK,28,GasCHPPlant,Gas,0.0
DE,29,GasCHPPlant,Gas,0.0
FR,29,GasCHPPlant,Gas,-3.137413954453794
NO,29,GasCHPPlant,Gas,-2.5120000000000005
DK,29,GasCHPPlant,Gas,-6.258834762702355
UK,29,GasCHPPlant,Gas,-16.6066161053476
DE,30,GasCHPPlant,Gas,0.0
FR,30,GasCHPPlant,Gas,-3.7520000000000007
NO,30,GasCHPPlant,Gas,-1.0520000000000005
DK,30,GasCHPPlant,Gas,-1.6508347627023525
UK,30,GasCHPPlant,Gas,-4.051616105347602
DE,31,GasCHPPlant,Gas,0.0
FR,31,GasCHPPlant,Gas,0.0
NO,31,GasCHPPlant,Gas,-2.856
DK,31,GasCHPPlant,Gas,0.0
UK,31,GasCHPPlant,Gas,0.0
DE,32,GasCHPPlant,Gas,0.0
FR,32,GasCHPPlant,Gas,0.0
NO,32,GasCHPPlant,Gas,-1.664
DK,32,GasCHPPlant,Gas,0.0
UK,32,GasCHPPlant,Gas,0.0
DE,33,GasCHPPlant,Gas,0.0
FR,33,GasCHPPlant,Gas,0.0
NO,33,GasCHPPlant,Gas,-1.6320000000000001
DK,33,GasCHPPlant,Gas,0.0
UK,33,GasCHPPlant,Gas,0.0
DE,34,GasCHPPlant,Gas,-11.89410531818182
FR,34,GasCHPPlant,Gas,0.0
NO,34,GasCHPPlant,Gas,0.0
DK,34,GasCHPPlant,Gas,0.0
UK,34,GasCHPPlant,Gas,0.0
DE,35,GasCHPPlant,Gas,0.0
FR,35,GasCHPPlant,Gas,0.0
NO,35,GasCHPPlant,Gas,0.0
DK,35,GasCHPPlant,Gas,0.0
UK,35,GasCHPPlant,Gas,0.0
DE,36,GasCHPPlant,Gas,-19.008
FR,36,GasCHPPlant,Gas,0.0
NO,36,GasCHPPlant,Gas,0.0
DK,36,GasCHPPlant,Gas,0.0
UK,36,GasCHPPlant,Gas,0.0
DE,37,GasCHPPlant,Gas,0.0
FR,37,GasCHPPlant,Gas,0.0
NO,37,GasCHPPlant,Gas,0.0
DK,37,GasCHPPlant,Gas,0.0
UK,37,GasCHPPlant,Gas,0.0
DE,38,GasCHPPlant,Gas,-28.944000000000003
FR,38,GasCHPPlant,Gas,-10.68060391882532
NO,38,GasCHPPlant,Gas,0.0
DK,38,GasCHPPlant,Gas,0.0
UK,38,GasCHPPlant,Gas,0.0
DE,39,GasCHPPlant,Gas,-37.763999999999996
FR,39,GasCHPPlant,Gas,-17.6176093029692
NO,39,GasCHPPlant,Gas,-2.12
DK,39,GasCHPPlant,Gas,-6.276000000000001
UK,39,GasCHPPlant,Gas,-16.56395680297815
DE,40,GasCHPPlant,Gas,-36.720000000000006
FR,40,GasCHPPlant,Gas,-6.061999999999999
NO,40,GasCHPPlant,Gas,-1.9040000000000001
DK,40,GasCHPPlant,Gas,0.0
UK,40,GasCHPPlant,Gas,-9.930936565781842
DE,41,GasCHPPlant,Gas,0.0
FR,41,GasCHPPlant,Gas,-6.678
NO,41,GasCHPPlant,Gas,-2.80869008671814
DK,41,GasCHPPlant,Gas,-6.959999999999999
UK,41,GasCHPPlant,Gas,-17.949
DE,42,GasCHPPlant,Gas,0.0
FR,42,GasCHPPlant,Gas,-7.3500000000000005
NO,42,GasCHPPlant,Gas,-2.56
DK,42,GasCHPPlant,Gas,-7.4639999999999995
UK,42,GasCHPPlant,Gas,-19.747
DE,43,GasCHPPlant,Gas,0.0
FR,43,GasCHPPlant,Gas,-8.232
NO,43,GasCHPPlant,Gas,-4.5680000000000005
DK,43,GasCHPPlant,Gas,0.0
UK,43,GasCHPPlant,Gas,0.0
DE,44,GasCHPPlant,Gas,-18.166649653333334
FR,44,GasCHPPlant,Gas,-5.006429154545463
NO,44,GasCHPPlant,Gas,-2.76
DK,44,GasCHPPlant,Gas,0.0
UK,44,GasCHPPlant,Gas,0.0
DE,45,GasCHPPlant,Gas,-36.63495773333334
FR,45,GasCHPPlant,Gas,-9.758
NO,45,GasCHPPlant,Gas,-4.76
DK,45,GasCHPPlant,Gas,0.0
UK,45,GasCHPPlant,Gas,-9.87056465454546
DE,46,GasCHPPlant,Gas,-19.548
FR,46,GasCHPPlant,Gas,-4.915413954453794
NO,46,GasCHPPlant,Gas,-1.7309837667181407
DK,46,GasCHPPlant,Gas,-1.2359999999999989
UK,46,GasCHPPlant,Gas,-19.747
DE,47,GasCHPPlant,Gas,-30.76014938186734
FR,47,GasCHPPlant,Gas,-25.079609302969196
NO,47,GasCHPPlant,Gas,-2.1959999999999997
DK,47,GasCHPPlant,Gas,-8.592
UK,47,GasCHPPlant,Gas,-9.485999999999997
DE,48,GasCHPPlant,Gas,-42.084
FR,48,GasCHPPlant,Gas,-19.565023257422993
NO,48,GasCHPPlant,Gas,-4.76
DK,48,GasCHPPlant,Gas,-8.592
UK,48,GasCHPPlant,Gas,-4.028826415099369
DE,49,GasCHPPlant,Gas,0.0
FR,49,GasCHPPlant,Gas,-18.655023257422993
NO,49,GasCHPPlant,Gas,-4.76
DK,49,GasCHPPlant,Gas,-8.592
UK,49,GasCHPPlant,Gas,0.0
DE,50,GasCHPPlant,Gas,0.0
FR,50,GasCHPPlant,Gas,0.0
NO,50,GasCHPPlant,Gas,-0.367552679399231
DK,50,GasCHPPlant,Gas,0.0
UK,50,GasCHPPlant,Gas,-3.0596161053476045
DE,51,GasCHPPlant,Gas,0.0
FR,51,GasCHPPlant,Gas,0.0
NO,51,GasCHPPlant,Gas,0.0
DK,51,GasCHPPlant,Gas,0.0
UK,51,GasCHPPlant,Gas,-6.511006084848482
DE,52,GasCHPPlant,Gas,0.0
FR,52,GasCHPPlant,Gas,0.0
NO,52,GasCHPPlant,Gas,0.0
DK,52,GasCHPPlant,Gas,0.0
UK,52,GasCHPPlant,Gas,0.0
DE,53,GasCHPPlant,Gas,0.0
FR,53,GasCHPPlant,Gas,0.0
NO,53,GasCHPPlant,Gas,0.0
DK,53,GasCHPPlant,Gas,0.0
UK,53,GasCHPPlant,Gas,0.0
DE,54,GasCHPPlant,Gas,0.0
FR,54,GasCHPPlant,Gas,0.0
NO,54,GasCHPPlant,Gas,0.0
DK,54,GasCHPPlant,Gas,0.0
UK,54,GasCHPPlant,Gas,0.0
DE,55,GasCHPPlant,Gas,0.0
FR,55,GasCHPPlant,Gas,0.0
NO,55,GasCHPPlant,Gas,0.0
DK,55,GasCHPPlant,Gas,0.0
UK,55,GasCHPPlant,Gas,0.0
DE,56,GasCHPPlant,Gas,0.0
FR,56,GasCHPPlant,Gas,0.0
NO,56,GasCHPPlant,Gas,0.0
DK,56,GasCHPPlant,Gas,0.0
UK,56,GasCHPPlant,Gas,0.0
DE,57,GasCHPPlant,Gas,0.0
FR,57,GasCHPPlant,Gas,0.0
NO,57,GasCHPPlant,Gas,0.0
DK,57,GasCHPPlant,Gas,0.0
UK,57,GasCHPPlant,Gas,0.0
DE,58,GasCHPPlant,Gas,0.0
FR,58,GasCHPPlant,Gas,0.0
NO,58,GasCHPPlant,Gas,0.0
DK,58,GasCHPPlant,Gas,0.0
UK,58,GasCHPPlant,Gas,0.0
DE,59,GasCHPPlant,Gas,0.0
FR,59,GasCHPPlant,Gas,0.0
NO,59,GasCHPPlant,Gas,0.0
DK,59,GasCHPPlant,Gas,0.0
UK,59,GasCHPPlant,Gas,0.0
DE,60,GasCHPPlant,Gas,0.0
FR,60,GasCHPPlant,Gas,0.0
NO,60,GasCHPPlant,Gas,0.0
DK,60,GasCHPPlant,Gas,0.0
UK,60,GasCHPPlant,Gas,0.0
DE,61,GasCHPPlant,Gas,-6.3
FR,61,GasCHPPlant,Gas,-3.206
NO,61,GasCHPPlant,Gas,-1.212
DK,61,GasCHPPlant,Gas,0.0
UK,61,GasCHPPlant,Gas,-8.029
DE,62,GasCHPPlant,Gas,0.0
FR,62,GasCHPPlant,Gas,0.0
NO,62,GasCHPPlant,Gas,0.0
DK,62,GasCHPPlant,Gas,0.0
UK,62,GasCHPPlant,Gas,0.0
DE,63,GasCHPPlant,Gas,0.0
FR,63,GasCHPPlant,Gas,-11.415609302969198
NO,63,GasCHPPlant,Gas,-1.263011800000001
DK,63,GasCHPPlant,Gas,0.0
UK,63,GasCHPPlant,Gas,-8.88729199213991
DE,64,GasCHPPlant,Gas,-5.843481000000004
FR,64,GasCHPPlant,Gas,0.0
NO,64,GasCHPPlant,Gas,-0.98
DK,64,GasCHPPlant,Gas,0.0
UK,64,GasCHPPlant,Gas,-5.301
DE,65,GasCHPPlant,Gas,-7.308000000000001
FR,65,GasCHPPlant,Gas,-13.711337035766194
NO,65,GasCHPPlant,Gas,-1.1199999999999999
DK,65,GasCHPPlant,Gas,0.0
UK,65,GasCHPPlant,Gas,-18.682666666666666
DE,66,GasCHPPlant,Gas,-3.132783100000001
FR,66,GasCHPPlant,Gas,-11.415609302969198
NO,66,GasCHPPlant,Gas,-1.244
DK,66,GasCHPPlant,Gas,-3.372
UK,66,GasCHPPlant,Gas,-5.859
DE,67,GasCHPPlant,Gas,-14.039432899999998
FR,67,GasCHPPlant,Gas,0.0
NO,67,GasCHPPlant,Gas,-1.316
DK,67,GasCHPPlant,Gas,-3.564
UK,67,GasCHPPlant,Gas,-8.353661379999998
DE,68,GasCHPPlant,Gas,-6.048
FR,68,GasCHPPlant,Gas,-11.415609302969198
NO,68,GasCHPPlant,Gas,-1.9040000000000001
DK,68,GasCHPPlant,Gas,-3.7199999999999998
UK,68,GasCHPPlant,Gas,-15.404375179999999
DE,69,GasCHPPlant,Gas,0.0
FR,69,GasCHPPlant,Gas,-1.1668725233999702
NO,69,GasCHPPlant,Gas,-0.3141839267181421
DK,69,GasCHPPlant,Gas,0.0
UK,69,GasCHPPlant,Gas,-13.044824599999998
DE,70,GasCHPPlant,Gas,0.0
FR,70,GasCHPPlant,Gas,-11.415609302969198
NO,70,GasCHPPlant,Gas,-1.9040000000000001
DK,70,GasCHPPlant,Gas,0.0
UK,70,GasCHPPlant,Gas,-8.835
DE,71,GasCHPPlant,Gas,0.0
FR,71,GasCHPPlant,Gas,-11.415609302969198
NO,71,GasCHPPlant,Gas,-1.9040000000000001
DK,71,GasCHPPlant,Gas,0.0
UK,71,GasCHPPlant,Gas,-14.364362293333347
DE,72,GasCHPPlant,Gas,-7.164
FR,72,GasCHPPlant,Gas,-17.0716093029692
NO,72,GasCHPPlant,Gas,-2.2360142799999996
DK,72,GasCHPPlant,Gas,-5.1000000000000005
UK,72,GasCHPPlant,Gas,-14.539
DE,73,GasCHPPlant,Gas,-15.905508255100735
FR,73,GasCHPPlant,Gas,-17.4076093029692
NO,73,GasCHPPlant,Gas,0.0
DK,73,GasCHPPlant,Gas,0.0
UK,73,GasCHPPlant,Gas,0.0
DE,74,GasCHPPlant,Gas,0.0
FR,74,GasCHPPlant,Gas,0.0
NO,74,GasCHPPlant,Gas,0.0
DK,74,GasCHPPlant,Gas,0.0
UK,74,GasCHPPlant,Gas,-7.989514666666668
DE,75,GasCHPPlant,Gas,0.0
FR,75,GasCHPPlant,Gas,0.0
NO,75,GasCHPPlant,Gas,0.0
DK,75,GasCHPPlant,Gas,0.0
UK,75,GasCHPPlant,Gas,0.0
DE,76,GasCHPPlant,Gas,0.0
FR,76,GasCHPPlant,Gas,0.0
NO,76,GasCHPPlant,Gas,0.0
DK,76,GasCHPPlant,Gas,0.0
UK,76,GasCHPPlant,Gas,0.0
DE,77,GasCHPPlant,Gas,0.0
FR,77,GasCHPPlant,Gas,0.0
NO,77,GasCHPPlant,Gas,0.0
DK,77,GasCHPPlant,Gas,0.0
UK,77,GasCHPPlant,Gas,0.0
DE,78,GasCHPPlant,Gas,0.0
FR,78,GasCHPPlant,Gas,0.0
NO,78,GasCHPPlant,Gas,0.0
DK,78,GasCHPPlant,Gas,0.0
UK,78,GasCHPPlant,Gas,0.0
DE,79,GasCHPPlant,Gas,0.0
FR,79,GasCHPPlant,Gas,0.0
NO,79,GasCHPPlant,Gas,0.0
DK,79,GasCHPPlant,Gas,0.0
UK,79,GasCHPPlant,Gas,0.0
DE,80,GasCHPPlant,Gas,0.0
FR,80,GasCHPPlant,Gas,0.0
NO,80,GasCHPPlant,Gas,0.0
DK,80,GasCHPPlant,Gas,0.0
UK,80,GasCHPPlant,Gas,0.0
DE,81,GasCHPPlant,Gas,0.0
FR,81,GasCHPPlant,Gas,0.0
NO,81,GasCHPPlant,Gas,0.0
DK,81,GasCHPPlant,Gas,0.0
UK,81,GasCHPPlant,Gas,0.0
DE,82,GasCHPPlant,Gas,0.0
FR,82,GasCHPPlant,Gas,0.0
NO,82,GasCHPPlant,Gas,0.0
DK,82,GasCHPPlant,Gas,0.0
UK,82,GasCHPPlant,Gas,0.0
DE,83,GasCHPPlant,Gas,-6.0120000000000005
FR,83,GasCHPPlant,Gas,-2.338
NO,83,GasCHPPlant,Gas,0.0
DK,83,GasCHPPlant,Gas,-2.112
UK,83,GasCHPPlant,Gas,0.0
DE,84,GasCHPPlant,Gas,-6.0120000000000005
FR,84,GasCHPPlant,Gas,-6.743190803333335
NO,84,GasCHPPlant,Gas,-0.8
DK,84,GasCHPPlant,Gas,0.0
UK,84,GasCHPPlant,Gas,-5.208
DE,85,GasCHPPlant,Gas,-6.0120000000000005
FR,85,GasCHPPlant,Gas,-2.366
NO,85,GasCHPPlant,Gas,0.0
DK,85,GasCHPPlant,Gas,-2.388
UK,85,GasCHPPlant,Gas,-5.301
DE,86,GasCHPPlant,Gas,0.0
FR,86,GasCHPPlant,Gas,0.0
NO,86,GasCHPPlant,Gas,-1.6051423600000012
DK,86,GasCHPPlant,Gas,0.0
UK,86,GasCHPPlant,Gas,-5.301
DE,87,GasCHPPlant,Gas,-9.828
FR,87,GasCHPPlant,Gas,-12.600782593968185
NO,87,GasCHPPlant,Gas,0.0
DK,87,GasCHPPlant,Gas,0.0
UK,87,GasCHPPlant,Gas,-5.301
DE,88,GasCHPPlant,Gas,-15.984000000000002
FR,88,GasCHPPlant,Gas,-2.3520000000000003
NO,88,GasCHPPlant,Gas,0.0
DK,88,GasCHPPlant,Gas,-2.616
UK,88,GasCHPPlant,Gas,0.0
DE,89,GasCHPPlant,Gas,-29.387098946048496
FR,89,GasCHPPlant,Gas,-2.3939999999999997
NO,89,GasCHPPlant,Gas,-0.7878861667181427
DK,89,GasCHPPlant,Gas,0.0
UK,89,GasCHPPlant,Gas,0.0
DE,90,GasCHPPlant,Gas,-29.726559800000004
FR,90,GasCHPPlant,Gas,-2.0640277670584837
NO,90,GasCHPPlant,Gas,-1.9040000000000001
DK,90,GasCHPPlant,Gas,0.0
UK,90,GasCHPPlant,Gas,0.0
DE,91,GasCHPPlant,Gas,-17.099999999999998
FR,91,GasCHPPlant,Gas,-23.2736093029692
NO,91,GasCHPPlant,Gas,-2.856
DK,91,GasCHPPlant,Gas,-8.592
UK,91,GasCHPPlant,Gas,-19.747
DE,92,GasCHPPlant,Gas,-17.928
FR,92,GasCHPPlant,Gas,-21.987023257422994
NO,92,GasCHPPlant,Gas,-1.1640000000000006
DK,92,GasCHPPlant,Gas,-4.607999999999999
UK,92,GasCHPPlant,Gas,-9.579
DE,93,GasCHPPlant,Gas,0.0
